Zeit,Date,Time,max_power,alignment,roof_pitch,power,Netz(W),Batterie(W),Gesamtverbrauch(W),temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2024-07-26 16:00:00,2024-07-26,16:00:00,6000,160,30,1059,-494,0,565,27.0,22.6,77.0,0.3,,270.0,17.0,,1019.0,,3.0
2024-07-26 17:00:00,2024-07-26,17:00:00,6000,160,30,1442,-836,0,606,29.4,22.9,68.0,0.0,,270.0,9.4,,1017.7,,3.0
2024-07-26 18:00:00,2024-07-26,18:00:00,6000,160,30,1570,-464,0,1106,31.0,23.7,65.0,0.0,,270.0,9.0,,1018.0,,3.0
2024-07-26 19:00:00,2024-07-26,19:00:00,6000,160,30,407,5,0,412,31.7,22.1,57.0,0.0,,300.0,11.2,,1016.5,,3.0
2024-07-26 20:00:00,2024-07-26,20:00:00,6000,160,30,225,0,192,417,31.1,21.6,57.0,0.0,,320.0,14.8,,1016.0,,3.0
2024-07-26 21:00:00,2024-07-26,21:00:00,6000,160,30,0,-1,789,788,32.0,22.4,57.0,0.3,,300.0,17.0,,1017.0,,2.0
2024-07-26 22:00:00,2024-07-26,22:00:00,6000,160,30,0,2,657,659,31.1,21.6,57.0,0.6,,340.0,13.0,,1015.6,,3.0
2024-07-26 23:00:00,2024-07-26,23:00:00,6000,160,30,0,0,412,412,25.0,20.7,77.0,0.0,,140.0,13.0,,1017.0,,3.0
2024-07-27 00:00:00,2024-07-27,00:00:00,6000,160,30,0,3,298,301,24.4,21.7,85.0,0.0,,200.0,9.4,,1017.0,,3.0
2024-07-27 01:00:00,2024-07-27,01:00:00,6000,160,30,0,10,285,295,24.4,21.7,85.0,0.0,,130.0,5.4,,1017.3,,3.0
2024-07-27 02:00:00,2024-07-27,02:00:00,6000,160,30,0,157,0,157,24.0,22.3,90.0,0.0,,110.0,11.0,,1019.0,,3.0
2024-07-27 03:00:00,2024-07-27,03:00:00,6000,160,30,0,490,0,490,23.3,21.7,91.0,0.0,,130.0,13.0,,1018.1,,3.0
2024-07-27 04:00:00,2024-07-27,04:00:00,6000,160,30,0,385,0,385,22.8,21.1,90.0,0.0,,180.0,5.4,,1017.9,,3.0
2024-07-27 05:00:00,2024-07-27,05:00:00,6000,160,30,0,369,0,369,22.8,21.1,90.0,0.0,,70.0,9.4,,1017.6,,3.0
2024-07-27 06:00:00,2024-07-27,06:00:00,6000,160,30,0,309,0,309,23.0,20.9,88.0,0.0,,40.0,7.0,,1018.0,,3.0
2024-07-27 07:00:00,2024-07-27,07:00:00,6000,160,30,30,30,0,60,23.3,20.6,85.0,0.0,,40.0,11.2,,1016.3,,3.0
2024-07-27 08:00:00,2024-07-27,08:00:00,6000,160,30,193,106,0,299,23.3,20.6,85.0,0.0,,70.0,7.6,,1016.5,,3.0
2024-07-27 09:00:00,2024-07-27,09:00:00,6000,160,30,295,13,0,308,23.3,20.6,85.0,0.0,,80.0,7.6,,1016.7,,3.0
2024-07-27 10:00:00,2024-07-27,10:00:00,6000,160,30,170,0,207,377,23.9,21.0,84.0,0.0,,60.0,13.0,,1017.4,,3.0
2024-07-27 11:00:00,2024-07-27,11:00:00,6000,160,30,382,41,10,433,23.0,21.5,91.0,0.0,,80.0,15.0,,1019.0,,3.0
2024-07-27 12:00:00,2024-07-27,12:00:00,6000,160,30,903,3,-350,556,23.9,21.8,88.0,0.0,,80.0,14.8,,1019.0,,4.0
2024-07-27 13:00:00,2024-07-27,13:00:00,6000,160,30,1631,-35,-757,839,24.4,22.3,88.0,0.0,,100.0,13.0,,1019.5,,5.0
2024-07-27 14:00:00,2024-07-27,14:00:00,6000,160,30,1155,-6,-345,804,24.4,22.3,88.0,0.0,,110.0,9.4,,1019.8,,3.0
2024-07-27 15:00:00,2024-07-27,15:00:00,6000,160,30,493,-12,0,481,26.0,23.3,85.0,0.0,,100.0,13.0,,1021.0,,3.0
2024-07-27 16:00:00,2024-07-27,16:00:00,6000,160,30,206,15,0,221,26.0,22.1,79.0,0.2,,100.0,15.0,,1021.0,,3.0
2024-07-27 17:00:00,2024-07-27,17:00:00,6000,160,30,126,188,0,314,27.2,22.2,74.0,0.2,,110.0,11.2,,1019.6,,18.0
2024-07-27 18:00:00,2024-07-27,18:00:00,6000,160,30,107,5119,0,5226,28.3,21.8,68.0,0.2,,80.0,11.2,,1018.6,,7.0
2024-07-27 19:00:00,2024-07-27,19:00:00,6000,160,30,22,621,0,643,28.3,22.3,70.0,0.0,,90.0,14.8,,1018.0,,7.0
2024-07-27 20:00:00,2024-07-27,20:00:00,6000,160,30,0,771,0,771,28.9,21.7,65.0,0.0,,120.0,13.0,,1017.6,,7.0
2024-07-27 21:00:00,2024-07-27,21:00:00,6000,160,30,0,1206,0,1206,29.0,21.8,65.0,0.0,,90.0,15.0,,1018.0,,7.0
2024-07-27 22:00:00,2024-07-27,22:00:00,6000,160,30,0,758,0,758,28.3,20.6,63.0,0.0,,110.0,11.2,,1017.6,,18.0
2024-07-27 23:00:00,2024-07-27,23:00:00,6000,160,30,0,677,0,677,27.8,21.1,67.0,0.0,,100.0,13.0,,1018.1,,3.0
